id,name,open,labeled,commented,closed
I_kwDOMqJZbM6cMxVu,https://github.com/obsidianmd/obsidian-clipper/issues/107,2024-10-29T09:06:34Z,2024-11-14T22:11:30Z,2024-11-13T10:57:41Z,2024-11-14T22:14:31Z
I_kwDOMqJZbM6cW0VL,https://github.com/obsidianmd/obsidian-clipper/issues/108,2024-10-30T08:11:46Z,,2024-10-30T11:38:06Z,2024-11-06T17:06:40Z
I_kwDOMqJZbM6caNr6,https://github.com/obsidianmd/obsidian-clipper/issues/109,2024-10-30T13:29:49Z,,2024-11-11T23:28:43Z,2024-11-11T23:54:53Z
I_kwDOMqJZbM6cauzK,https://github.com/obsidianmd/obsidian-clipper/issues/110,2024-10-30T14:16:15Z,,2024-10-31T02:23:56Z,2024-11-06T17:04:29Z
I_kwDOMqJZbM6ccLwG,https://github.com/obsidianmd/obsidian-clipper/issues/111,2024-10-30T16:19:36Z,2024-11-14T16:27:39Z,2024-11-12T18:32:20Z,
I_kwDOMqJZbM6cfYam,https://github.com/obsidianmd/obsidian-clipper/issues/112,2024-10-30T22:12:41Z,2024-10-31T02:17:12Z,2024-10-31T02:21:30Z,
I_kwDOMqJZbM6cfxuj,https://github.com/obsidianmd/obsidian-clipper/issues/113,2024-10-30T23:20:57Z,2024-11-17T22:17:53Z,2024-10-30T23:41:23Z,
I_kwDOMqJZbM6cgLX0,https://github.com/obsidianmd/obsidian-clipper/issues/114,2024-10-31T00:51:10Z,2024-12-09T18:14:41Z,2024-10-31T02:16:27Z,2024-10-31T02:16:10Z
I_kwDOMqJZbM6chkG_,https://github.com/obsidianmd/obsidian-clipper/issues/115,2024-10-31T06:06:33Z,,2024-11-11T20:55:32Z,
I_kwDOMqJZbM6ciu40,https://github.com/obsidianmd/obsidian-clipper/issues/116,2024-10-31T09:07:05Z,,2024-10-31T09:39:11Z,2024-11-06T17:03:44Z
I_kwDOMqJZbM6crPYm,https://github.com/obsidianmd/obsidian-clipper/issues/117,2024-11-01T08:18:27Z,2024-11-01T23:13:42Z,2024-11-01T23:13:52Z,2024-11-10T19:45:27Z
I_kwDOMqJZbM6ctya0,https://github.com/obsidianmd/obsidian-clipper/issues/118,2024-11-01T15:16:15Z,2024-11-12T15:21:46Z,2024-11-04T07:51:33Z,2024-12-04T21:55:44Z
