id,name,open,labeled,commented,closed
MDExOlB1bGxSZXF1ZXN0NDIzNjQyNTI1,https://github.com/obsidianmd/obsidian-releases/pull/1,2020-05-27T06:42:39Z,,2020-05-27T13:43:03Z,2020-05-27T13:43:24Z
MDExOlB1bGxSZXF1ZXN0NDI0OTIyNDg4,https://github.com/obsidianmd/obsidian-releases/pull/2,2020-05-29T06:56:23Z,,,2020-06-01T16:48:11Z
MDExOlB1bGxSZXF1ZXN0NDI2MTA5NjU3,https://github.com/obsidianmd/obsidian-releases/pull/3,2020-06-01T17:13:12Z,,2020-06-01T17:13:58Z,2020-06-01T17:14:05Z
MDExOlB1bGxSZXF1ZXN0NDI4MjU2Mjk2,https://github.com/obsidianmd/obsidian-releases/pull/4,2020-06-05T06:47:30Z,,2020-06-05T07:51:38Z,2020-06-05T07:51:42Z
MDExOlB1bGxSZXF1ZXN0NDI4NTYzNzIx,https://github.com/obsidianmd/obsidian-releases/pull/5,2020-06-05T16:29:07Z,,2020-06-05T16:35:24Z,2020-06-05T16:35:16Z
MDExOlB1bGxSZXF1ZXN0NTEyNDkwODE5,https://github.com/obsidianmd/obsidian-releases/pull/6,2020-10-29T18:52:13Z,,,2020-10-29T18:56:17Z
MDExOlB1bGxSZXF1ZXN0NTEyNTAzMzc1,https://github.com/obsidianmd/obsidian-releases/pull/7,2020-10-29T19:15:35Z,,,2020-10-29T19:23:27Z
MDExOlB1bGxSZXF1ZXN0NTEyNTcxMTEy,https://github.com/obsidianmd/obsidian-releases/pull/8,2020-10-29T21:09:38Z,,,2020-10-29T21:12:28Z
MDExOlB1bGxSZXF1ZXN0NTEyNTczODU4,https://github.com/obsidianmd/obsidian-releases/pull/9,2020-10-29T21:15:05Z,,,2020-10-29T21:15:54Z
MDExOlB1bGxSZXF1ZXN0NTEyNjQzNzgx,https://github.com/obsidianmd/obsidian-releases/pull/10,2020-10-29T23:42:17Z,,,2020-10-30T00:32:08Z
MDExOlB1bGxSZXF1ZXN0NTEyNjQ1NjQy,https://github.com/obsidianmd/obsidian-releases/pull/11,2020-10-29T23:44:22Z,,2020-10-30T00:35:19Z,2020-10-30T01:39:28Z
MDExOlB1bGxSZXF1ZXN0NTEyNzA0MTk0,https://github.com/obsidianmd/obsidian-releases/pull/12,2020-10-30T01:43:34Z,,2020-10-30T01:47:08Z,2020-10-30T02:22:29Z
MDExOlB1bGxSZXF1ZXN0NTEyNzQzMzI3,https://github.com/obsidianmd/obsidian-releases/pull/13,2020-10-30T04:06:24Z,,,2020-10-30T10:29:21Z
MDExOlB1bGxSZXF1ZXN0NTEyODQzODc2,https://github.com/obsidianmd/obsidian-releases/pull/14,2020-10-30T08:40:59Z,,2020-10-30T10:29:55Z,2020-10-30T12:05:13Z
MDExOlB1bGxSZXF1ZXN0NTEzMjk4MTE1,https://github.com/obsidianmd/obsidian-releases/pull/15,2020-10-30T21:39:51Z,,,2020-10-30T21:48:19Z
MDExOlB1bGxSZXF1ZXN0NTEzNDc4MDcz,https://github.com/obsidianmd/obsidian-releases/pull/16,2020-10-31T18:25:05Z,,,2020-10-31T18:36:20Z
MDExOlB1bGxSZXF1ZXN0NTEzNDgzOTcw,https://github.com/obsidianmd/obsidian-releases/pull/17,2020-10-31T19:08:47Z,,2020-10-31T19:37:50Z,2020-10-31T19:38:11Z
MDExOlB1bGxSZXF1ZXN0NTEzNjA0NDg5,https://github.com/obsidianmd/obsidian-releases/pull/18,2020-11-01T11:25:45Z,,,2020-11-01T18:14:06Z
MDExOlB1bGxSZXF1ZXN0NTEzNzE3NzQ2,https://github.com/obsidianmd/obsidian-releases/pull/19,2020-11-02T00:04:04Z,,2020-11-02T01:36:18Z,2020-11-02T02:08:41Z
MDExOlB1bGxSZXF1ZXN0NTEzNzIzNjgy,https://github.com/obsidianmd/obsidian-releases/pull/20,2020-11-02T00:34:31Z,,,2020-11-02T01:12:38Z
MDExOlB1bGxSZXF1ZXN0NTEzOTkzMTc0,https://github.com/obsidianmd/obsidian-releases/pull/21,2020-11-02T11:27:50Z,,,2020-11-02T16:46:42Z
MDExOlB1bGxSZXF1ZXN0NTEzOTk4NTcy,https://github.com/obsidianmd/obsidian-releases/pull/22,2020-11-02T11:37:40Z,,2020-11-02T16:47:07Z,2020-11-04T00:07:43Z
MDExOlB1bGxSZXF1ZXN0NTE0MjUxNjkx,https://github.com/obsidianmd/obsidian-releases/pull/23,2020-11-02T18:48:02Z,,,2020-11-02T18:52:36Z
MDExOlB1bGxSZXF1ZXN0NTE0ODkzNzQ5,https://github.com/obsidianmd/obsidian-releases/pull/24,2020-11-03T17:38:51Z,,,2020-11-03T17:46:27Z
MDExOlB1bGxSZXF1ZXN0NTE1MTA4MjUx,https://github.com/obsidianmd/obsidian-releases/pull/25,2020-11-04T03:19:53Z,,,2020-11-04T03:25:20Z
MDExOlB1bGxSZXF1ZXN0NTE1MjM0MDMz,https://github.com/obsidianmd/obsidian-releases/pull/26,2020-11-04T08:56:04Z,,2020-11-04T19:32:39Z,2020-11-04T19:46:24Z
MDExOlB1bGxSZXF1ZXN0NTE1NzQ0NjM3,https://github.com/obsidianmd/obsidian-releases/pull/27,2020-11-05T02:05:45Z,,,2020-11-05T02:11:44Z
